change_id,flag,decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
L0818,ok,placement modifier reset,D-LC-SP-small window curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0819,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 52x84),placement,Placement Top,,placement_pct,Placement Top,0,95,placement_pct,campaign,,,2026-09-15,,,,,,
L0820,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 52x84),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,43,placement_pct,campaign,,,2026-09-15,,,,,,
L0821,ok,placement modifier reset,D-LC-SP-short blackout curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0822,ok,placement modifier reset,D-LC-SP-short blackout curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0823,ok,placement modifier reset,D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0824,ok,placement modifier reset,D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0825,ok,placement modifier reset,D-LC-SP-sun zero blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0826,ok,placement modifier reset,D-LC-SP-sun zero blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0827,ok,placement modifier reset,D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0828,ok,placement modifier reset,D-LC-SP-black out drapes 84 inch length 2 panels set-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0829,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(curtains blackout 72 inch length),placement,Placement Top,,placement_pct,Placement Top,0,85,placement_pct,campaign,,,2026-09-15,,,,,,
L0830,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(curtains blackout 72 inch length),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,36,placement_pct,campaign,,,2026-09-15,,,,,,
L0831,ok,placement modifier reset,D-LC-SP-light blocking curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0832,ok,placement modifier reset,D-LC-SP-light blocking curtains 84 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0833,ok,placement modifier reset,D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0834,ok,placement modifier reset,D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0835,ok,placement modifier reset,D-LC-SP-linen curtains 108-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0836,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(sun blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,117,placement_pct,campaign,,,2026-09-15,,,,,,
L0837,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(sun blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,59,placement_pct,campaign,,,2026-09-15,,,,,,
L0838,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72),placement,Placement Top,,placement_pct,Placement Top,0,81,placement_pct,campaign,,,2026-09-15,,,,,,
L0839,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,33,placement_pct,campaign,,,2026-09-15,,,,,,
L0840,ok,placement modifier reset,D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0841,ok,placement modifier reset,D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0842,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains textured),placement,Placement Top,,placement_pct,Placement Top,0,117,placement_pct,campaign,,,2026-09-15,,,,,,
L0843,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains textured),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,59,placement_pct,campaign,,,2026-09-15,,,,,,
L0844,ok,placement modifier reset,D-LC-SP-blackout curtains short length-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0845,ok,placement modifier reset,D-LC-SP-blackout curtains short length-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0846,ok,placement modifier reset,D-LC-SP-ivory blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0847,ok,placement modifier reset,D-LC-SP-ivory blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0848,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen privacy curtains,placement,Placement Top,,placement_pct,Placement Top,0,55,placement_pct,campaign,,,2026-09-15,,,,,,
L0849,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),placement,Placement Top,,placement_pct,Placement Top,0,88,placement_pct,campaign,,,2026-09-15,,,,,,
L0850,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,38,placement_pct,campaign,,,2026-09-15,,,,,,
L0851,ok,placement modifier reset,D-LC-SP-white blackout curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0852,ok,placement modifier reset,D-LC-SP-white blackout curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0853,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0854,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-BEIGE-2-PCS)-(light beige blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,22,placement_pct,campaign,,,2026-09-15,,,,,,
L0855,ok,placement modifier reset,D-LC-SP-black out beige curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0856,ok,placement modifier reset,D-LC-SP-black out beige curtains for bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0857,ok,placement modifier reset,D-LC-SP-linen black out curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0858,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch length),placement,Placement Top,,placement_pct,Placement Top,0,63,placement_pct,campaign,,,2026-09-15,,,,,,
L0859,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch length),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,20,placement_pct,campaign,,,2026-09-15,,,,,,
L0860,ok,placement modifier reset,D-LC-SP-small window blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0861,ok,placement modifier reset,D-LC-SP-small window blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0862,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),placement,Placement Top,,placement_pct,Placement Top,0,92,placement_pct,campaign,,,2026-09-15,,,,,,
L0863,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,41,placement_pct,campaign,,,2026-09-15,,,,,,
L0864,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains 2 panel set,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0865,ok,placement modifier reset,D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0866,ok,placement modifier reset,D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0867,ok,placement modifier reset,D-LC-SP-room darkening curtains 72 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0868,ok,placement modifier reset,D-LC-SP-room darkening curtains 72 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0869,ok,placement modifier reset,D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0870,ok,placement modifier reset,D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0871,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x84-NATURAL-2-PCS)-(blackout curtains for bedroom 84 inches long),placement,Placement Top,,placement_pct,Placement Top,0,85,placement_pct,campaign,,,2026-09-15,,,,,,
L0872,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x84-NATURAL-2-PCS)-(blackout curtains for bedroom 84 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,36,placement_pct,campaign,,,2026-09-15,,,,,,
L0873,ok,placement modifier reset,D-LC-SP-blackout curtains for bedroom 72 wide-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0874,ok,placement modifier reset,D-LC-SP-blackout curtains for bedroom 72 wide-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0875,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,121,placement_pct,campaign,,,2026-09-15,,,,,,
L0876,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(neutral blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,62,placement_pct,campaign,,,2026-09-15,,,,,,
L0877,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 in blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,63,placement_pct,campaign,,,2026-09-15,,,,,,
L0878,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 in blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,20,placement_pct,campaign,,,2026-09-15,,,,,,
L0879,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains 84 inches long),placement,Placement Top,,placement_pct,Placement Top,0,114,placement_pct,campaign,,,2026-09-15,,,,,,
L0880,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-IVORY-2-PCS)-(ivory blackout curtains 84 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,57,placement_pct,campaign,,,2026-09-15,,,,,,
L0881,ok,placement modifier reset,D-LC-SP-black out curtains 72 inch wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0882,ok,placement modifier reset,D-LC-SP-black out curtains 72 inch wide-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0883,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panels),placement,Placement Top,,placement_pct,Placement Top,0,95,placement_pct,campaign,,,2026-09-15,,,,,,
L0884,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panels),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,43,placement_pct,campaign,,,2026-09-15,,,,,,
L0885,ok,placement modifier reset,D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0886,ok,placement modifier reset,D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0887,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 blackout curtains 2 panel set),placement,Placement Top,,placement_pct,Placement Top,0,95,placement_pct,campaign,,,2026-09-15,,,,,,
L0888,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 blackout curtains 2 panel set),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,43,placement_pct,campaign,,,2026-09-15,,,,,,
L0889,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,163,placement_pct,campaign,,,2026-09-15,,,,,,
L0890,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(farmhouse curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,93,placement_pct,campaign,,,2026-09-15,,,,,,
L0891,ok,placement modifier reset,D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0892,ok,placement modifier reset,D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0893,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory linen curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0894,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),placement,Placement Top,,placement_pct,Placement Top,0,79,placement_pct,campaign,,,2026-09-15,,,,,,
L0895,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 2 panel bedroom),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,31,placement_pct,campaign,,,2026-09-15,,,,,,
L0896,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63 inch length 2 panels set),placement,Placement Top,,placement_pct,Placement Top,0,212,placement_pct,campaign,,,2026-09-15,,,,,,
L0897,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 63 inch length 2 panels set),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,129,placement_pct,campaign,,,2026-09-15,,,,,,
L0898,ok,placement modifier reset,D-LC-SP-108 linen curtains 2 panel set-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0899,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains for bedroom),placement,Placement Top,,placement_pct,Placement Top,0,76,placement_pct,campaign,,,2026-09-15,,,,,,
L0900,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains for bedroom),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,29,placement_pct,campaign,,,2026-09-15,,,,,,
L0901,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52x84 blackout curtains 2 panels),placement,Placement Top,,placement_pct,Placement Top,0,95,placement_pct,campaign,,,2026-09-15,,,,,,
L0902,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52x84 blackout curtains 2 panels),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,43,placement_pct,campaign,,,2026-09-15,,,,,,
L0903,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - lined linen curtains 84 inches long,placement,Placement Top,,placement_pct,Placement Top,0,55,placement_pct,campaign,,,2026-09-15,,,,,,
L0904,ok,placement modifier reset,D-LC-SP-linen curtains 72 inch length-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0905,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(floor length blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0906,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(floor length blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,22,placement_pct,campaign,,,2026-09-15,,,,,,
L0907,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains 2 panel set),placement,Placement Top,,placement_pct,Placement Top,0,117,placement_pct,campaign,,,2026-09-15,,,,,,
L0908,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains 2 panel set),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,59,placement_pct,campaign,,,2026-09-15,,,,,,
L0909,ok,placement modifier reset,D-LC-SP-cortinas blackout para sala-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0910,ok,placement modifier reset,D-LC-SP-cortinas blackout para sala-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0911,ok,placement modifier reset,D-LC-SP-cream blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0912,ok,placement modifier reset,D-LC-SP-cream blackout curtains 90 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x90-IVORY-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0913,ok,placement modifier reset,D-LC-SP-room darkening curtains for bedroom-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
